stock,STT,indicator,2017,2016,2015,2014,2013
ASP,3,Lợi nhuận trên cổ phiếu (EPS),"1,464%",971%,-57%,-79%,-23%
ASP,4,Vốn chủ sở hữu,13%,3%,-7%,60%,-7%
ASP,5,Tiền mặt,96%,12%,20%,-19%,-1%
ASP,1,Cổ tức tiền mặt,N/A,N/A,N/A,3%,6%
ASP,2,Tăng trưởng giá cổ phiếu,65%,-6%,-35%,1%,81%
ATA,1,Tài sản ngắn hạn/Tổng tài sản,75%,74%,68%,82%,80%
ATA,2,Tài sản dài hạn/Tổng tài sản,25%,26%,32%,18%,20%
ATA,3,Nợ phải trả/Tổng nguồn vốn,287%,281%,283%,82%,79%
ATA,4,Nợ phải trả/Vốn chủ sở hữu,-153%,-155%,-155%,442%,381%
ATA,5,Vốn chủ sở hữu/Tổng nguồn vốn,-187%,-181%,-183%,18%,21%
ATA,6,Thanh toán hiện hành,26%,26%,24%,100%,100%
ATA,7,Thanh toán nhanh,26%,26%,24%,37%,30%
ATA,8,Thanh toán nợ ngắn hạn,0%,0%,0%,0%,0%
ATA,9,Vòng quay Tổng tài sản,1%,37%,18%,33%,33%
ATA,10,Vòng quay tài sản ngắn hạn,1%,52%,23%,41%,42%
ATA,11,Vòng quay vốn chủ sở hữu,-5%,-20%,-106%,170%,151%
ATA,12,Vòng quay Hàng tồn kho,2%,0%,47%,54%,46%
ATA,13,Lợi nhuận trước thuế/Doanh thu thuần,-96%,2%,-503%,-6%,0%
ATA,14,Lợi nhuận sau thuế/Doanh thu thuần,-96%,2%,-503%,-6%,0%
ATA,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,1%,-259%,-2%,0%
ATA,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),-0%,-0%,141%,-10%,0%
ATA,1,Lợi nhuận trên vốn đầu tư (ROIC),-73%,3%,-458%,-7%,0%
ATA,2,Tỷ lệ tăng trưởng doanh thu,-69%,-28%,-67%,6%,-43%
ATA,3,Lợi nhuận trên cổ phiếu (EPS),0%,0%,"-25,100%",-41%,-94%
ATA,4,Vốn chủ sở hữu,-288%,0%,-312%,-10%,0%
ATA,5,Tiền mặt,-69%,-53%,70%,-46%,-77%
ATA,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
ATA,2,Tăng trưởng giá cổ phiếu,8%,-71%,-28%,3%,-7%
ATG,1,Tài sản ngắn hạn/Tổng tài sản,83%,82%,80%,80%,97%
ATG,2,Tài sản dài hạn/Tổng tài sản,17%,18%,20%,20%,3%
ATG,3,Nợ phải trả/Tổng nguồn vốn,27%,24%,13%,87%,90%
ATG,4,Nợ phải trả/Vốn chủ sở hữu,37%,31%,14%,687%,880%
ATG,5,Vốn chủ sở hữu/Tổng nguồn vốn,73%,76%,87%,13%,10%
ATG,6,Thanh toán hiện hành,305%,397%,860%,98%,108%
ATG,7,Thanh toán nhanh,248%,380%,854%,37%,41%
ATG,8,Thanh toán nợ ngắn hạn,1%,0%,3%,1%,1%
ATG,9,Vòng quay Tổng tài sản,17%,17%,41%,2%,119%
ATG,10,Vòng quay tài sản ngắn hạn,22%,21%,52%,2%,122%
ATG,11,Vòng quay vốn chủ sở hữu,21%,21%,69%,16%,"1,164%"
ATG,12,Vòng quay Hàng tồn kho,170%,735%,192%,0%,193%
ATG,13,Lợi nhuận trước thuế/Doanh thu thuần,9%,1%,11%,265%,9%
ATG,14,Lợi nhuận sau thuế/Doanh thu thuần,7%,1%,9%,263%,9%
ATG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,0%,3%,4%,6%
ATG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,0%,3%,34%,54%
ATG,1,Lợi nhuận trên vốn đầu tư (ROIC),8%,1%,11%,0%,10%
ATG,2,Tỷ lệ tăng trưởng doanh thu,74%,-30%,"3,325%",-97%,-100%
ATG,3,Lợi nhuận trên cổ phiếu (EPS),-63%,126%,0%,0%,0%
ATG,4,Vốn chủ sở hữu,-2%,0%,"1,085%",52%,-100%
ATG,5,Tiền mặt,-33%,-82%,-43%,-2%,-100%
ATG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
ATG,2,Tăng trưởng giá cổ phiếu,-44%,-58%,N/A,N/A,N/A
ATS,1,Tài sản ngắn hạn/Tổng tài sản,74%,50%,64%,52%,80%
ATS,2,Tài sản dài hạn/Tổng tài sản,26%,50%,36%,48%,20%
ATS,3,Nợ phải trả/Tổng nguồn vốn,59%,38%,37%,36%,67%
ATS,4,Nợ phải trả/Vốn chủ sở hữu,142%,61%,58%,57%,204%
ATS,5,Vốn chủ sở hữu/Tổng nguồn vốn,41%,62%,63%,64%,33%
ATS,6,Thanh toán hiện hành,126%,133%,227%,192%,210%
ATS,7,Thanh toán nhanh,120%,126%,205%,152%,148%
ATS,8,Thanh toán nợ ngắn hạn,5%,9%,10%,8%,1%
ATS,9,Vòng quay Tổng tài sản,22%,85%,97%,109%,228%
ATS,10,Vòng quay tài sản ngắn hạn,30%,150%,167%,183%,284%
ATS,11,Vòng quay vốn chủ sở hữu,45%,136%,154%,197%,692%
ATS,12,Vòng quay Hàng tồn kho,751%,"1,677%",958%,591%,787%
ATS,13,Lợi nhuận trước thuế/Doanh thu thuần,2%,4%,8%,11%,2%
ATS,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,4%,6%,9%,1%
ATS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,3%,6%,7%,1%
ATS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,5%,9%,11%,4%
ATS,1,Lợi nhuận trên vốn đầu tư (ROIC),1%,4%,8%,12%,1%
ATS,2,Tỷ lệ tăng trưởng doanh thu,43%,-5%,37%,78%,-100%
ATS,3,Lợi nhuận trên cổ phiếu (EPS),-67%,19%,0%,0%,0%
ATS,4,Vốn chủ sở hữu,2%,5%,10%,423%,-100%
ATS,5,Tiền mặt,-22%,27%,42%,"2,724%",-100%
ATS,1,Cổ tức tiền mặt,N/A,N/A,N/A,9%,10%
ATS,2,Tăng trưởng giá cổ phiếu,274%,-27%,N/A,N/A,N/A
AVF,1,Tài sản ngắn hạn/Tổng tài sản,4%,7%,83%,77%,81%
AVF,2,Tài sản dài hạn/Tổng tài sản,96%,93%,17%,23%,19%
AVF,3,Nợ phải trả/Tổng nguồn vốn,"1,872%","1,607%",182%,131%,75%
AVF,4,Nợ phải trả/Vốn chủ sở hữu,-106%,-107%,-222%,-425%,306%
AVF,5,Vốn chủ sở hữu/Tổng nguồn vốn,"-1,772%","-1,507%",-82%,-31%,25%
AVF,6,Thanh toán hiện hành,0%,0%,45%,59%,108%
AVF,7,Thanh toán nhanh,0%,0%,45%,58%,67%
AVF,8,Thanh toán nợ ngắn hạn,0%,0%,0%,0%,2%
AVF,9,Vòng quay Tổng tài sản,11%,28%,10%,10%,86%
AVF,10,Vòng quay tài sản ngắn hạn,18%,37%,12%,13%,107%
AVF,11,Vòng quay vốn chủ sở hữu,-2%,-12%,-19%,355%,338%
AVF,12,Vòng quay Hàng tồn kho,"5,277%","4,558%",938%,63%,236%
AVF,13,Lợi nhuận trước thuế/Doanh thu thuần,-81%,-603%,-342%,-575%,1%
AVF,14,Lợi nhuận sau thuế/Doanh thu thuần,-81%,-603%,-342%,-575%,1%
AVF,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-97%,-804%,-39%,-75%,1%
AVF,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),5%,53%,47%,243%,4%
AVF,1,Lợi nhuận trên vốn đầu tư (ROIC),-91%,-731%,-366%,-479%,1%
AVF,2,Tỷ lệ tăng trưởng doanh thu,-22%,37%,-42%,-88%,-19%
AVF,3,Lợi nhuận trên cổ phiếu (EPS),0%,0%,0%,"-4,076%",-53%
AVF,4,Vốn chủ sở hữu,33%,115%,101%,-181%,4%
AVF,5,Tiền mặt,-74%,-64%,-65%,-97%,30%
AVF,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
AVF,2,Tăng trưởng giá cổ phiếu,N/A,-57%,-74%,-56%,N/A
BAM,1,Tài sản ngắn hạn/Tổng tài sản,72%,72%,73%,71%,58%
BAM,2,Tài sản dài hạn/Tổng tài sản,28%,28%,27%,29%,42%
BAM,3,Nợ phải trả/Tổng nguồn vốn,50%,50%,50%,47%,43%
BAM,4,Nợ phải trả/Vốn chủ sở hữu,101%,101%,98%,88%,74%
BAM,5,Vốn chủ sở hữu/Tổng nguồn vốn,50%,50%,50%,53%,57%
BAM,6,Thanh toán hiện hành,144%,144%,147%,152%,137%
BAM,7,Thanh toán nhanh,144%,144%,119%,128%,111%
BAM,8,Thanh toán nợ ngắn hạn,0%,0%,0%,0%,1%
BAM,9,Vòng quay Tổng tài sản,0%,0%,19%,22%,66%
BAM,10,Vòng quay tài sản ngắn hạn,0%,0%,26%,35%,114%
BAM,11,Vòng quay vốn chủ sở hữu,0%,0%,36%,41%,115%
BAM,12,Vòng quay Hàng tồn kho,0%,0%,120%,163%,504%
BAM,13,Lợi nhuận trước thuế/Doanh thu thuần,0%,0%,19%,18%,10%
BAM,14,Lợi nhuận sau thuế/Doanh thu thuần,0%,0%,13%,12%,8%
BAM,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,-1%,2%,3%,3%
BAM,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),-0%,-1%,5%,5%,5%
BAM,1,Lợi nhuận trên vốn đầu tư (ROIC),0%,0%,16%,15%,9%
BAM,2,Tỷ lệ tăng trưởng doanh thu,-100%,-100%,-8%,-28%,-100%
BAM,3,Lợi nhuận trên cổ phiếu (EPS),-107%,-99%,272%,-79%,0%
BAM,4,Vốn chủ sở hữu,-2%,-1%,5%,4%,-100%
BAM,5,Tiền mặt,-88%,-74%,-28%,-28%,-100%
BAM,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
BAM,2,Tăng trưởng giá cổ phiếu,29%,-75%,-66%,N/A,N/A
BCC,1,Tài sản ngắn hạn/Tổng tài sản,27%,21%,22%,23%,20%
BCC,2,Tài sản dài hạn/Tổng tài sản,73%,79%,78%,77%,80%
BCC,3,Nợ phải trả/Tổng nguồn vốn,65%,59%,67%,74%,80%
BCC,4,Nợ phải trả/Vốn chủ sở hữu,188%,144%,201%,282%,412%
BCC,5,Vốn chủ sở hữu/Tổng nguồn vốn,35%,41%,33%,26%,19%
BCC,6,Thanh toán hiện hành,47%,36%,41%,47%,48%
BCC,7,Thanh toán nhanh,16%,14%,19%,30%,28%
BCC,8,Thanh toán nợ ngắn hạn,1%,6%,6%,13%,6%
BCC,9,Vòng quay Tổng tài sản,14%,87%,77%,75%,65%
BCC,10,Vòng quay tài sản ngắn hạn,54%,411%,350%,352%,315%
BCC,11,Vòng quay vốn chủ sở hữu,38%,235%,262%,329%,329%
BCC,12,Vòng quay Hàng tồn kho,81%,574%,656%,743%,650%
BCC,13,Lợi nhuận trước thuế/Doanh thu thuần,-5%,7%,8%,5%,-1%
BCC,14,Lợi nhuận sau thuế/Doanh thu thuần,-5%,6%,6%,4%,-1%
BCC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,5%,5%,3%,0%
BCC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),1%,13%,15%,11%,-2%
BCC,1,Lợi nhuận trên vốn đầu tư (ROIC),-6%,7%,8%,5%,-1%
BCC,2,Tỷ lệ tăng trưởng doanh thu,-32%,3%,-3%,10%,4%
BCC,3,Lợi nhuận trên cổ phiếu (EPS),-92%,-11%,78%,0%,-136%
BCC,4,Vốn chủ sở hữu,-6%,14%,16%,31%,-2%
BCC,5,Tiền mặt,-53%,3%,-55%,167%,44%
BCC,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
BCC,2,Tăng trưởng giá cổ phiếu,-51%,29%,-9%,162%,36%
BCE,1,Tài sản ngắn hạn/Tổng tài sản,93%,97%,96%,88%,92%
BCE,2,Tài sản dài hạn/Tổng tài sản,7%,3%,4%,12%,8%
BCE,3,Nợ phải trả/Tổng nguồn vốn,72%,72%,80%,63%,52%
BCE,4,Nợ phải trả/Vốn chủ sở hữu,258%,255%,410%,171%,106%
BCE,5,Vốn chủ sở hữu/Tổng nguồn vốn,28%,28%,20%,37%,48%
BCE,6,Thanh toán hiện hành,149%,151%,171%,139%,178%
BCE,7,Thanh toán nhanh,74%,83%,42%,70%,85%
BCE,8,Thanh toán nợ ngắn hạn,2%,1%,5%,3%,7%
BCE,9,Vòng quay Tổng tài sản,4%,56%,37%,71%,102%
BCE,10,Vòng quay tài sản ngắn hạn,4%,59%,40%,79%,109%
BCE,11,Vòng quay vốn chủ sở hữu,16%,243%,144%,169%,204%
BCE,12,Vòng quay Hàng tồn kho,6%,90%,54%,147%,163%
BCE,13,Lợi nhuận trước thuế/Doanh thu thuần,1%,2%,7%,4%,9%
BCE,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,2%,5%,4%,6%
BCE,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,1%,1%,2%,6%
BCE,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),6%,4%,7%,6%,13%
BCE,1,Lợi nhuận trên vốn đầu tư (ROIC),1%,2%,5%,4%,7%
BCE,2,Tỷ lệ tăng trưởng doanh thu,230%,69%,-17%,-20%,6%
BCE,3,Lợi nhuận trên cổ phiếu (EPS),-20%,-50%,28%,-61%,2%
BCE,4,Vốn chủ sở hữu,3%,1%,0%,-6%,-1%
BCE,5,Tiền mặt,-24%,-79%,160%,-32%,188%
BCE,1,Cổ tức tiền mặt,N/A,8%,7%,7%,13%
BCE,2,Tăng trưởng giá cổ phiếu,6%,-9%,-25%,28%,29%
BCG,1,Tài sản ngắn hạn/Tổng tài sản,40%,38%,50%,15%,3%
BCG,2,Tài sản dài hạn/Tổng tài sản,60%,62%,50%,85%,97%
BCG,3,Nợ phải trả/Tổng nguồn vốn,71%,70%,42%,93%,98%
BCG,4,Nợ phải trả/Vốn chủ sở hữu,244%,238%,73%,"1,375%","5,990%"
BCG,5,Vốn chủ sở hữu/Tổng nguồn vốn,29%,30%,58%,7%,2%
BCG,6,Thanh toán hiện hành,247%,267%,131%,149%,109%
BCG,7,Thanh toán nhanh,221%,245%,103%,26%,109%
BCG,8,Thanh toán nợ ngắn hạn,4%,9%,8%,0%,1%
BCG,9,Vòng quay Tổng tài sản,10%,62%,163%,7%,4%
BCG,10,Vòng quay tài sản ngắn hạn,29%,154%,397%,65%,186%
BCG,11,Vòng quay vốn chủ sở hữu,39%,180%,367%,143%,208%
BCG,12,Vòng quay Hàng tồn kho,209%,"1,242%","1,295%",4%,0%
BCG,13,Lợi nhuận trước thuế/Doanh thu thuần,4%,5%,7%,109%,3%
BCG,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,4%,5%,109%,3%
BCG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,1%,6%,6%,0%
BCG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),4%,5%,10%,88%,5%
BCG,1,Lợi nhuận trên vốn đầu tư (ROIC),4%,4%,6%,"2,430%",8%
BCG,2,Tỷ lệ tăng trưởng doanh thu,13%,69%,"5,506%",222%,128%
BCG,3,Lợi nhuận trên cổ phiếu (EPS),5%,-51%,-9%,"15,433%",0%
BCG,4,Vốn chủ sở hữu,108%,159%,"2,257%",711%,6%
BCG,5,Tiền mặt,-29%,97%,"132,876%",-53%,-69%
BCG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
BCG,2,Tăng trưởng giá cổ phiếu,14%,-72%,8%,N/A,N/A
BFC,1,Tài sản ngắn hạn/Tổng tài sản,79%,77%,79%,84%,83%
BFC,2,Tài sản dài hạn/Tổng tài sản,21%,23%,21%,16%,17%
BFC,3,Nợ phải trả/Tổng nguồn vốn,67%,67%,69%,66%,73%
BFC,4,Nợ phải trả/Vốn chủ sở hữu,208%,204%,222%,235%,319%
BFC,5,Vốn chủ sở hữu/Tổng nguồn vốn,33%,33%,31%,28%,23%
BFC,6,Thanh toán hiện hành,125%,124%,120%,129%,115%
BFC,7,Thanh toán nhanh,50%,50%,45%,54%,45%
BFC,8,Thanh toán nợ ngắn hạn,13%,19%,18%,21%,17%
BFC,9,Vòng quay Tổng tài sản,41%,170%,184%,216%,241%
BFC,10,Vòng quay tài sản ngắn hạn,52%,219%,228%,259%,291%
BFC,11,Vòng quay vốn chủ sở hữu,128%,532%,619%,844%,"1,011%"
BFC,12,Vòng quay Hàng tồn kho,79%,303%,328%,387%,444%
BFC,13,Lợi nhuận trước thuế/Doanh thu thuần,6%,7%,6%,6%,5%
BFC,14,Lợi nhuận sau thuế/Doanh thu thuần,5%,6%,5%,5%,4%
BFC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),10%,10%,8%,10%,9%
BFC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),29%,31%,25%,34%,39%
BFC,1,Lợi nhuận trên vốn đầu tư (ROIC),5%,7%,5%,5%,4%
BFC,2,Tỷ lệ tăng trưởng doanh thu,6%,-1%,-5%,-3%,-11%
BFC,3,Lợi nhuận trên cổ phiếu (EPS),19%,21%,-34%,10%,65%
BFC,4,Vốn chủ sở hữu,10%,2%,31%,26%,6%
BFC,5,Tiền mặt,-30%,-8%,3%,13%,-5%
BFC,1,Cổ tức tiền mặt,N/A,30%,30%,N/A,N/A
BFC,2,Tăng trưởng giá cổ phiếu,26%,51%,5%,N/A,N/A
BGM,1,Tài sản ngắn hạn/Tổng tài sản,43%,34%,46%,31%,24%
BGM,2,Tài sản dài hạn/Tổng tài sản,57%,66%,54%,69%,76%
BGM,3,Nợ phải trả/Tổng nguồn vốn,15%,4%,17%,5%,6%
BGM,4,Nợ phải trả/Vốn chủ sở hữu,17%,4%,20%,5%,6%
BGM,5,Vốn chủ sở hữu/Tổng nguồn vốn,85%,96%,83%,95%,94%
BGM,6,Thanh toán hiện hành,287%,839%,274%,671%,427%
BGM,7,Thanh toán nhanh,286%,603%,199%,440%,306%
BGM,8,Thanh toán nợ ngắn hạn,6%,101%,19%,86%,58%
BGM,9,Vòng quay Tổng tài sản,27%,31%,18%,7%,2%
BGM,10,Vòng quay tài sản ngắn hạn,69%,80%,47%,25%,5%
BGM,11,Vòng quay vốn chủ sở hữu,30%,33%,21%,7%,2%
BGM,12,Vòng quay Hàng tồn kho,577%,272%,151%,75%,38%
BGM,13,Lợi nhuận trước thuế/Doanh thu thuần,0%,8%,2%,1%,21%
BGM,14,Lợi nhuận sau thuế/Doanh thu thuần,0%,6%,1%,1%,21%
BGM,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,1%,0%,0%,0%
BGM,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),0%,2%,0%,0%,0%
BGM,1,Lợi nhuận trên vốn đầu tư (ROIC),0%,6%,1%,1%,21%
BGM,2,Tỷ lệ tăng trưởng doanh thu,19%,152%,206%,340%,-93%
BGM,3,Lợi nhuận trên cổ phiếu (EPS),-91%,812%,-8%,-81%,-112%
BGM,4,Vốn chủ sở hữu,0%,103%,5%,6%,0%
BGM,5,Tiền mặt,-75%,125%,-3%,29%,-10%
BGM,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
BGM,2,Tăng trưởng giá cổ phiếu,-42%,-56%,15%,-27%,46%
BHS,1,Tài sản ngắn hạn/Tổng tài sản,56%,62%,59%,66%,64%
BHS,2,Tài sản dài hạn/Tổng tài sản,44%,38%,41%,34%,36%
BHS,3,Nợ phải trả/Tổng nguồn vốn,66%,62%,59%,64%,61%
BHS,4,Nợ phải trả/Vốn chủ sở hữu,195%,165%,144%,175%,160%
BHS,5,Vốn chủ sở hữu/Tổng nguồn vốn,34%,38%,41%,36%,39%
BHS,6,Thanh toán hiện hành,110%,119%,108%,108%,112%
BHS,7,Thanh toán nhanh,75%,89%,81%,63%,84%
BHS,8,Thanh toán nợ ngắn hạn,13%,11%,6%,6%,19%
BHS,9,Vòng quay Tổng tài sản,17%,89%,103%,115%,136%
BHS,10,Vòng quay tài sản ngắn hạn,29%,147%,169%,177%,205%
BHS,11,Vòng quay vốn chủ sở hữu,49%,227%,261%,307%,413%
BHS,12,Vòng quay Hàng tồn kho,75%,506%,485%,467%,462%
BHS,13,Lợi nhuận trước thuế/Doanh thu thuần,7%,7%,6%,4%,2%
BHS,14,Lợi nhuận sau thuế/Doanh thu thuần,6%,6%,4%,3%,1%
BHS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,5%,3%,3%,2%
BHS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),7%,13%,8%,10%,4%
BHS,1,Lợi nhuận trên vốn đầu tư (ROIC),6%,7%,5%,4%,1%
BHS,2,Tỷ lệ tăng trưởng doanh thu,32%,31%,42%,-11%,-4%
BHS,3,Lợi nhuận trên cổ phiếu (EPS),22%,82%,95%,110%,-67%
BHS,4,Vốn chủ sở hữu,85%,16%,131%,1%,48%
BHS,5,Tiền mặt,45%,113%,104%,-66%,142%
BHS,1,Cổ tức tiền mặt,N/A,N/A,N/A,10%,10%
BHS,2,Tăng trưởng giá cổ phiếu,103%,-27%,75%,1%,-3%
BID,1,Tài sản ngắn hạn/Tổng tài sản,84%,82%,82%,81%,82%
BID,2,Tài sản dài hạn/Tổng tài sản,16%,18%,18%,19%,18%
BID,3,Nợ phải trả/Tổng nguồn vốn,96%,96%,95%,95%,94%
BID,4,Nợ phải trả/Vốn chủ sở hữu,"2,466%","2,262%","1,974%","1,854%","1,611%"
BID,5,Vốn chủ sở hữu/Tổng nguồn vốn,4%,4%,5%,5%,6%
BID,6,Thanh toán hiện hành,96%,95%,96%,90%,96%
BID,7,Thanh toán nhanh,96%,95%,96%,90%,96%
BID,8,Thanh toán nợ ngắn hạn,1%,1%,1%,1%,1%
BID,9,Vòng quay Tổng tài sản,1%,3%,3%,3%,3%
BID,10,Vòng quay tài sản ngắn hạn,1%,3%,3%,3%,3%
BID,11,Vòng quay vốn chủ sở hữu,20%,56%,52%,52%,48%
BID,12,Vòng quay Hàng tồn kho,0%,0%,0%,0%,0%
BID,13,Lợi nhuận trước thuế/Doanh thu thuần,21%,33%,41%,37%,38%
BID,14,Lợi nhuận sau thuế/Doanh thu thuần,16%,27%,33%,30%,29%
BID,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,1%,1%,1%,1%
BID,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),13%,15%,16%,15%,13%
BID,1,Lợi nhuận trên vốn đầu tư (ROIC),7%,10%,13%,11%,9%
BID,2,Tỷ lệ tăng trưởng doanh thu,39%,21%,15%,21%,5%
BID,3,Lợi nhuận trên cổ phiếu (EPS),-11%,-2%,27%,23%,-100%
BID,4,Vốn chủ sở hữu,-2%,4%,23%,4%,21%
BID,5,Tiền mặt,11%,8%,22%,40%,17%
BID,1,Cổ tức tiền mặt,N/A,N/A,9%,10%,9%
BID,2,Tăng trưởng giá cổ phiếu,75%,-27%,80%,-29%,N/A
BII,1,Tài sản ngắn hạn/Tổng tài sản,54%,53%,60%,49%,13%
BII,2,Tài sản dài hạn/Tổng tài sản,46%,47%,40%,51%,87%
BII,3,Nợ phải trả/Tổng nguồn vốn,28%,25%,22%,12%,9%
BII,4,Nợ phải trả/Vốn chủ sở hữu,38%,33%,29%,14%,10%
BII,5,Vốn chủ sở hữu/Tổng nguồn vốn,72%,75%,78%,88%,91%
BII,6,Thanh toán hiện hành,246%,304%,318%,473%,140%
BII,7,Thanh toán nhanh,243%,302%,303%,465%,139%
BII,8,Thanh toán nợ ngắn hạn,0%,2%,7%,2%,93%
BII,9,Vòng quay Tổng tài sản,1%,18%,17%,36%,20%
BII,10,Vòng quay tài sản ngắn hạn,2%,32%,31%,102%,82%
BII,11,Vòng quay vốn chủ sở hữu,2%,23%,21%,40%,23%
BII,12,Vòng quay Hàng tồn kho,41%,945%,389%,"3,880%",950%
BII,13,Lợi nhuận trước thuế/Doanh thu thuần,-33%,5%,16%,34%,41%
BII,14,Lợi nhuận sau thuế/Doanh thu thuần,-32%,5%,10%,27%,30%
BII,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,1%,1%,8%,5%
BII,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),0%,1%,2%,9%,6%
BII,1,Lợi nhuận trên vốn đầu tư (ROIC),-40%,6%,22%,44%,58%
BII,2,Tỷ lệ tăng trưởng doanh thu,-87%,14%,-1%,167%,174%
BII,3,Lợi nhuận trên cổ phiếu (EPS),-40%,15%,-76%,120%,95%
BII,4,Vốn chủ sở hữu,1%,1%,62%,48%,54%
BII,5,Tiền mặt,-71%,-76%,936%,-96%,633%
BII,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
BII,2,Tăng trưởng giá cổ phiếu,-5%,-77%,-27%,2%,N/A
BMI,1,Tài sản ngắn hạn/Tổng tài sản,75%,76%,72%,57%,55%
BMI,2,Tài sản dài hạn/Tổng tài sản,25%,24%,28%,43%,45%
BMI,3,Nợ phải trả/Tổng nguồn vốn,57%,57%,55%,57%,43%
BMI,4,Nợ phải trả/Vốn chủ sở hữu,134%,134%,126%,139%,79%
BMI,5,Vốn chủ sở hữu/Tổng nguồn vốn,43%,43%,43%,41%,55%
BMI,6,Thanh toán hiện hành,495%,399%,551%,386%,300%
BMI,7,Thanh toán nhanh,495%,398%,551%,385%,299%
BMI,8,Thanh toán nợ ngắn hạn,24%,32%,51%,36%,33%
BMI,9,Vòng quay Tổng tài sản,14%,53%,47%,47%,50%
BMI,10,Vòng quay tài sản ngắn hạn,19%,72%,73%,83%,86%
BMI,11,Vòng quay vốn chủ sở hữu,34%,124%,111%,100%,90%
BMI,12,Vòng quay Hàng tồn kho,"13,093%","53,404%","51,948%","43,785%","28,866%"
BMI,13,Lợi nhuận trước thuế/Doanh thu thuần,10%,8%,6%,7%,5%
BMI,14,Lợi nhuận sau thuế/Doanh thu thuần,8%,7%,5%,6%,5%
BMI,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),4%,4%,3%,2%,2%
BMI,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),10%,8%,6%,5%,4%
BMI,1,Lợi nhuận trên vốn đầu tư (ROIC),8%,7%,6%,6%,7%
BMI,2,Tỷ lệ tăng trưởng doanh thu,2%,10%,9%,13%,1%
BMI,3,Lợi nhuận trên cổ phiếu (EPS),59%,48%,18%,22%,1%
BMI,4,Vốn chủ sở hữu,5%,-2%,1%,1%,-1%
BMI,5,Tiền mặt,-24%,-9%,20%,19%,-2%
BMI,1,Cổ tức tiền mặt,N/A,10%,10%,10%,10%
BMI,2,Tăng trưởng giá cổ phiếu,57%,10%,76%,49%,66%
BMP,1,Tài sản ngắn hạn/Tổng tài sản,71%,76%,77%,77%,73%
BMP,2,Tài sản dài hạn/Tổng tài sản,29%,24%,23%,23%,27%
BMP,3,Nợ phải trả/Tổng nguồn vốn,16%,21%,17%,11%,11%
BMP,4,Nợ phải trả/Vốn chủ sở hữu,18%,26%,21%,12%,13%
BMP,5,Vốn chủ sở hữu/Tổng nguồn vốn,84%,79%,83%,89%,89%
BMP,6,Thanh toán hiện hành,455%,368%,446%,707%,637%
BMP,7,Thanh toán nhanh,343%,289%,368%,529%,446%
BMP,8,Thanh toán nợ ngắn hạn,88%,68%,88%,116%,228%
BMP,9,Vòng quay Tổng tài sản,31%,124%,128%,134%,135%
BMP,10,Vòng quay tài sản ngắn hạn,43%,163%,166%,178%,183%
BMP,11,Vòng quay vốn chủ sở hữu,37%,153%,150%,151%,151%
BMP,12,Vòng quay Hàng tồn kho,148%,559%,539%,471%,416%
